assignment_group,short_description
AZTEC.GP04.HRIT.01,Employee - Renju. 15015048 is not able to access SF | AZ Tech India | Live | <cause code>
AZTEC.GP04.HRIT.04,Distribution List AGCS Feeder Transfers|AGCS SE|Live| Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|recruiter portal login issue|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,userlogin not working properly | CAR |Live | JSRH
AZTEC.GP04.HRIT.01,Incorrect pay group used on Success Factor | AZ UK | Live | <General Enquiry>
AZTEC.GP04.HRIT.04,FW: A.Romitti reporting lines in SF – subordinates duplicated accounts |AZ Technology|Live| Configuration |
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZP
AZTEC.GP04.HRIT.05,SER_eRecUSAD|recruiter portal login issue|SER|USER ADMN|E-REC|AZP
AZTEC.GP04.HRIT.04,FW: SuccessFactors Incident / Support Request Template |Allianz AM|Live|<Cause code>
AZTEC.GP04.HRIT.01,Incident ticket P4 – priority report   ( K68A452235 ) | AZ Croatia | Live | Configuration
AZTEC.GP04.HRIT.04,Urgent Feeder Creation - 3 accounts for Multi rater |AZAP|Live| Configuration
AZTEC.GP04.HRIT.03,People are not getting the Outlook invite for the courses they enroll to | AZ Spain | Live | Process
AZTEC.GP04.HRIT.04,FW: SuccessFactors Incident / Support Request Template |AZ Germany|Live| Configuration
AZTEC.GP04.HRIT.04,Multi Rater External/ Internal Participant Nomination |AZ Germany|Live|Configuration
AZTEC.GP04.HRIT.01,"""Administration of an Employee's Rehire  need : | AZ Turkey | Live | <Configuration>"
AZTEC.GP04.HRIT.01,"""Compensation & Variable Pay Data upload  in EC : | AZ Turkey | Live | <configuration>"
AZTEC.GP04.HRIT.04,SuccessFactors - remove user Lei Lei from Multi Rater process due to incorrect invitation | AP | Live | <cause code>
AZTEC.GP04.HRIT.04,Reminder: Data Quality deadline June 1st. 2020 | AZ SE | Live | Configuration
AZTEC.GP04.HRIT.04,HR IT SuccessFactors Incident / Support Request | AZ Argentina | Live | <cause code>
AZTEC.GP04.HRIT.02,AZL002_ADP_EE_OUT | AZ Technology India | Live |Configuration
AZTEC.GP04.HRIT.02,AZL043_GIAM_SE_OUT | AZ Technology India | Live |Configuration
AZTEC.GP04.HRIT.02,AWP001 EC to UltiPro|AP US|Live|configuration
AZTEC.GP04.HRIT.02,ATR_INT_003  | AZ Tech India | Live | configuration
AZTEC.GP04.HRIT.02,HRS002-Allianz_SF_to_EEP  | AZ Tech India | Live |Configuration
AZTEC.GP04.HRIT.02,AWP004_Monument to EC |AP US|Live|Configuration
AZTEC.GP04.HRIT.02,AZIND004_HRDB_EE  | AZ Tech India | Live |Configuration
AZTEC.GP04.HRIT.02,Dell boomi:  Packaged Integration: SuccessFactors Employee Central to ERP Employee Data Replication | AZ Technology India | Live | Configuration
AZTEC.GP04.HRIT.04,e2e_time_succesfactors_hrt_instance: SuccesFactors HRT Insta |AZ TECH|Live|Configuration
AZTEC.GP04.HRIT.02,Dell boomi: AZUKH003_INTRAP_EE_OUT | AZ Technology India | Live | Configuration
AZTEC.GP04.HRIT.03,LMS - Not possible to select in the ICONTENT SERVER | AZ France | Live | <cause code>
AZTEC.GP04.HRIT.01,"Employee's email address is correct in contact infromtion section however is incorrect in ""Employee profile - personal information"" |AZ UK|Live|Service Request"
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT| eRecruiting tool access issue  |SER|REQ MNMT|E-REC|AZTE 
AZTEC.GP04.HRIT.04,GDPR proof of deletion | France | Live | Configuration
AZTEC.GP04.HRIT.03,Confirmation of the transmission for the approbation regarding course registration notification_LMS Romania
AZTEC.GP04.HRIT.03,Confirmation for course registration notification_LMS Romania
AZTEC.GP04.HRIT.05,Signature change in the template | ACP |Live | REQM
AZTEC.GP04.HRIT.03,Manager approval for employee registration notification_LMS Romania
AZTEC.GP04.HRIT.04,HR IT SuccessFactors Incident / Support Request AZ Argentina |AZ Argentina|Live| Configuration
AZTEC.GP04.HRIT.05,candidate Application details | CAR |Live | JSRH
AZTEC.GP04.HRIT.05,SER_eRecUSAD|recruiter portal login issue|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.04,SuccessFactors Incident / Support Request Template |AGCS|Live| Authorization / Access
AZTEC.GP04.HRIT.04,FW: SuccessFactors Incident / Support Request Template |Az SE|Live|Authorization/access |
AZTEC.GP04.HRIT.04,Access to SF – CEOs of our subsidiaries |ALlianz partners|Live|Configuration|
AZTEC.GP04.HRIT.01,correction of access rights |AZ Morocco|Live|Authorization/access
AZTEC.GP04.HRIT.04,Tamara Seele - Checking data for Multi Rater Process / List 1+2 |AZ Germany|Live|Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager Authorization in SAP E-Recruiting|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecJ SRCH|Job posting not available in Career site|SER|JOB SEARCH|E-REC|AGI
AZTEC.GP04.HRIT.04,Multi-Rater issues |Allianz partners|Live|Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Issue with Internal job portal|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|recruiter access|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter Account related|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,Internal candidate cannot apply via SAP E-recruiting | CAR |Live | JSRH
AZTEC.GP04.HRIT.04,New ASE-Thomas Huber:not available in EC |AZSE|LIVE|Authorization/access
AZTEC.GP04.HRIT.03,Requesting Talent report per: INC4637734 |Az australia|Live|Reporting
AZTEC.GP04.HRIT.01,org chart not refreshed after modification in position chart  | AZ Benelux | Live | Configuration
AZTEC.GP04.HRIT.01,AWP IE Business Partner to be amended on SF for AWP IE  | AZ UK | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecJ SRCH|Application Submission issue|SER|JOB SEARCH|E-REC|CAR
AZTEC.GP04.HRIT.03,Mass Data Upload Succession | AZ Tech | Live | <cause code>
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT|Hiring Manager Questionnaire Report|SER|REQ MNMT|E-REC|AGCS
AZTEC.GP04.HRIT.04,Delete Ulrich Metzker in Feeder | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.04,HR Feeder Request | AZSE | Live | Configuration
AZTEC.GP04.HRIT.03,Manager not able to assign course to employee_LMS Romania
AZTEC.GP04.HRIT.05,SER_eRecUSAD|recruiter portal login issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|recruiter portal login issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Create Account|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.05,SER_eRecUSAD|recruiter portal login issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.01,Unable to upload profile picture  | AZ Singapore | Live | Configuration
AZTEC.GP04.HRIT.04,Update the HR Feeder Coordinators List | AZ Spain | Live | Authorization/access
AZTEC.GP04.HRIT.04,HR IT SuccessFactors Incident / Support Request | AZ AP | Live | Configuration |
AZTEC.GP04.HRIT.03,Request for Position Management Training | AP | Live | <Settings>
AZTEC.GP04.HRIT.04,HR IT SuccessFactors Incident / Support Request |AZ Germany|Live|Configuration 
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal login issuee |SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.01,Update EC FX table (manual) with latest end of year currency rate  | WTA | Live | Configuration
AZTEC.GP04.HRIT.04,Employee Profile in SF system  -  UH SIN HUI | AZ Malaysia | Live | Configuration
AZTEC.GP04.HRIT.04,Less positive feedback | AZ SE | Live | <cause code>
AZTEC.GP04.HRIT.04,MultiRater launch in US | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.04,Feeder - SF :: Data Replication | AZ Brazil | Live | Configuration
AZTEC.GP04.HRIT.05,Published job does not go to our career website | CAR |Live | JSRH
AZTEC.GP04.HRIT.04,Issues with synchronization between Feeder and SF Legacy | AZ Portugal | Live | Configuration |
AZTEC.GP04.HRIT.02,AZL018_ONBASE_OUT  | AZ Tech India | Live | Configuration
AZTEC.GP04.HRIT.02,AZL042_PSOFTFIN_MA_OUT  | AZ Tech India | Live | Configuration
AZTEC.GP04.HRIT.02,AZL001_ACTIMIZE_OUT  | AZ Tech India | Live | Configuration
AZTEC.GP04.HRIT.02,Dell boomi: MAIN: DEPT FEEDER - SK  | AZ Tech India | Live | Configuration
AZTEC.GP04.HRIT.01,Dani Murdock - Data Upload  | AZ Australia | Live |Configuration
AZTEC.GP04.HRIT.04,Please remove  2020 IM Performance Form_AUS for Tara Laybutt in the Performance Module please . | AZ Australia | Live | <cause code>
AZTEC.GP04.HRIT.01,EC PROD IE0001 - Reporting is not working | AZ Ireland | Live |Configuration
AZTEC.GP04.HRIT.05,Job Portal Issue | CAR |Live | JSRH
AZTEC.GP04.HRIT.02,THA_INT_001  | AZ Tech India | Live | Configuration
AZTEC.GP04.HRIT.03,permission withdrawal TM RBPs for HRBP in AZ FRANCE |AZ France|Live|Settings
AZTEC.GP04.HRIT.01,Business EMail not correct - EC profile is not pushed into Amadeus cytric |AZ Germany|Live|Authorization or access
AZTEC.GP04.HRIT.01,No Access to SF |AZ Germany|Live|Configuration
AZTEC.GP04.HRIT.01,The following cost centre is not in EC - 1500138 |AZ UK|Live|Configuration
AZTEC.GP04.HRIT.03,Scheduled reports in AllianzU | AZ US | Live |settings
AZTEC.GP04.HRIT.01,fte mismatched | AZ UK | Live | AZ Netherland| Settings
AZTEC.GP04.HRIT.03,no Access to the LMS and my Services Tool | AZ Germany | Live | Authorization/Access
AZTEC.GP04.HRIT.01,Lidia has lost the option to create  incidents | AZ Spain | Live | <Authorization / Access>
AZTEC.GP04.HRIT.03,Missing admin rights | AZ Slovakia | Live | Authorization/access
AZTEC.GP04.HRIT.03,Profile assignment removing courses instead of assigning them | AZ Spain | Live | Configuration
AZTEC.GP04.HRIT.01,Lidia has lost her priviledges to create incidents | AZ Spain | Live | <Authorization / Access>
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue with Internal job portal|SER|USER ADMN|E-REC|AGI
AZTEC.GP04.HRIT.01,Possible RBP issue / clarification on why issues with seeing employees in EC database | AZ UK | Live | Configuration
AZTEC.GP04.HRIT.04,DUPLICATE - GAO |AZ France|Live|Configuration
AZTEC.GP04.HRIT.01,Manual data change - Gender | AZ Hungary | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal access issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.03, Silpa Vinesh-I90318 / 15017125 that unable to access LMS. |Az Technology India|Live| Authorization/access
AZTEC.GP04.HRIT.01,kindly delete the Termination Record of  Saurabh Sunil Sarode / 15018479  |AZ Technology India|Live|<Configuration>
AZTEC.GP04.HRIT.05,Display problem in e-recruiting |ACP |Live|USAD
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors Employee-Central) - Kein Zugriff auf Sei | AZ Germany | Live | <Configuration>
AZTEC.GP04.HRIT.04,Multi Rater / Nadine Baur |Germany|Live|Configuration
AZTEC.GP04.HRIT.01,Access Issue | AZ Singapore | Live | <Authorization/access>
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors Employee-Central) - Kein Zugriff auf Sei  | AZ Germany | Live |Authorization/Access
AZTEC.GP04.HRIT.01,Manual data change - Gender | AZ Hungary | Live | Configuration
AZTEC.GP04.HRIT.04,Support Request HR Feeder (Virus checked) |AZ Switzerland|Live| Configuration 
AZTEC.GP04.HRIT.04,368202 / 2020 Audit report on Proxy Management|AZ_TECH|LIVE|Other
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Status of candidate|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.05,SER_eRecJ SRCH|UC4 job related|SER|JOB SEARCH|E-REC|AZTE
AZTEC.GP04.HRIT.05,AUTO-INC:PFIVUC4:0020 CDATINED on SAF01796 abended
AZTEC.GP04.HRIT.04,URGENT: Synchronisation Feeder - SF not working | AZ Tech | Live | Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager Authorization in SAP E-Recruiting|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.04,Profiles in Feeder & Multi Rater feedback | APAC | Live | Configuration |
AZTEC.GP04.HRIT.03,LMS Admin Access Request | AGCS | Live | Authorization/access
AZTEC.GP04.HRIT.03,DSE Issue | AZ UK | Live | Authorization/access
AZTEC.GP04.HRIT.03,S Access Request | AGCS | Live | Authorizaation/access
AZTEC.GP04.HRIT.04,Update Transfer in HR Feeder regarding email address - Sabrina Schertel | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.04,Please remove duplicate AGI account for Markus Faulhaber | AGI | Live | Other |
AZTEC.GP04.HRIT.02,Amadeus_travelManagement  | AZ Tech India | Live |Configuration
AZTEC.GP04.HRIT.02,AZF001_AWP_LID_IN  | AWP France | Hypercare | <Process>
AZTEC.GP04.HRIT.02,AZL013_SERVICE_NOW_OUT  | AZ Tech India | Live | Configuration
AZTEC.GP04.HRIT.02,AZL028_Cybershift_Element_Import | AZ Tech India | Live | <cause code>
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT|Login Issue |SER|REQ MNMT|E-REC|AZTE
AZTEC.GP04.HRIT.05,SER_eRecREQ MNMT| Candidate profile  creation issue|SER|REQ MNMT|E-REC|CAR
AZTEC.GP04.HRIT.05, SER_eRecREQ MNMT| Profile access issue  |SER|REQ MNMT|E-REC|AZTE     
AZTEC.GP04.HRIT.02, MAIN: DEPT FEEDER - SK | AZ Hungary | Live | Configuration
AZTEC.GP04.HRIT.03,Authorisation error for succession plans for HRBP AZ France | AZ France | Live | Configuration
AZTEC.GP04.HRIT.02,INTERFACE CHANGE OF MARITAL STATUS DOESN't WORK | AZ Partners | Live| Network
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Issue in Hiring Manger view|SER|USER ADMN|E-REC|AGI
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AZD
AZTEC.GP04.HRIT.01,Kindly change the employing entity to RU0007 for the attached list of EEs (they belong to RU0010 at this moment) |AZ Russia|Live|<Configuration>
AZTEC.GP04.HRIT.02,EC2STEP - EE Error - 2020-06-02 |AZ Slovakia|Live|Data issues
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal login issue|SER|USER ADMN|E-REC|AZP
AZTEC.GP04.HRIT.02,Weekly delta upload 0603|AZ Hungary|Live|Network
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Login Issue|SER|USER ADMN|E-REC|AGCS
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Internal candidate account|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.04,e2e_time_web_successfactors_uk: Web SuccessFactors BizX on t| AZ TECH | Live |Configuration
AZTEC.GP04.HRIT.03,Reference to ticketnr INC4475386 | AZ Germany | Live |Settings
AZTEC.GP04.HRIT.04,could you please provide with the  access rights to AZ France TU PM to my team members - please see names in the work notes
AZTEC.GP04.HRIT.01, Anjana Murali-15016650. | AZ India | Live | Service Request
AZTEC.GP04.HRIT.04,e2e_time_web_successfactors_uk: Web SuccessFactors BizX on t
AZTEC.GP04.HRIT.04,WG: SuccessFactors Incident / Support Request Template Martina Nieminen|AZ Germany|Live|Configuration
AZTEC.GP04.HRIT.01,TTDC Change | AZ Singapore | Live | Configuration
AZTEC.GP04.HRIT.01,Leonardo and Zorana - to be purged | AZ Croatia | Live |Configuration
AZTEC.GP04.HRIT.04,Asking |AZ Indonesia|Live|Configuration
AZTEC.GP04.HRIT.04,439630/2020 Can the picklist be displayed alphabetically | AZ Technology | Live | Configuration |
AZTEC.GP04.HRIT.04,Transfer of Feeder profile | AGCS SE | Live | Authorization / Access 
AZTEC.GP04.HRIT.05,AGCS Requisition Report (01.01.2019 – 31.05.2020) | AGCS SE | Live | REQM
AZTEC.GP04.HRIT.01,Personalwelt (SAP. IND. Success-Factors Employee-Central) - Kein Zugriff auf Sei | AZ Germany | Live | Authorisation or access
AZTEC.GP04.HRIT.04,Feeder Transfer Request not possible | AGCS | Live | Configuration |
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Issue in accessing E Rec tool|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.03,15017122  that unable to access SF.LMS and view profile in MyHRPortal. | AZ Tech India | Live | Autorization or access
AZTEC.GP04.HRIT.04,ECCS Codes | AZ Germany | Live | Configuration
AZTEC.GP04.HRIT.04,SF Profile + Reporting Line | AZAP | Live | Configuration
AZTEC.GP04.HRIT.04,Inactive Email Tan Tjen Tjin & Mei Chen | AZ Indonesia | Live | Configuration
AZTEC.GP04.HRIT.01,Username Synch Job NOT WORKING on EC Employee ID = 15018455 and 15015903 | AZ US | Live | Authorisation or access
AZTEC.GP04.HRIT.06,Please unlock her account | AZ Australia | Live | Authorization / Access
AZTEC.GP04.HRIT.02,AZL004_AZTEK_OUT | AZ Tech India | Live | < cause code >
AZTEC.GP04.HRIT.02,AZL003_ADP_FOUNDATION_OUT | AZ Tech India | Live | < cause code >
AZTEC.GP04.HRIT.02,AZL002_ADP_EE_OUT | AZ Tech India | Live | Configuration
AZTEC.GP04.HRIT.01,Please add local HRS Edit - Full Population RBP for Rajesh Prema - Emp ID -  15015205 | AZ Australia | Live | Authorization / Access
AZTEC.GP04.HRIT.01,Please add local HRS Edit - Full Population RBP for Sandra Dragicevich - Emp ID - 10804288 | AZ Australia | Live | <configuration>
AZTEC.GP04.HRIT.02,AZUKH001_ITRENT_EE_OUT | AZ Tech India | Live | Configuration
AZTEC.GP04.HRIT.02,MAIN: DEPT FEEDER - SK | AZ Tech India | Live | Configuration
AZTEC.GP04.HRIT.03,Bug fix requested - Custom report Item Data CSV | AZ US | Live | Settings
AZTEC.GP04.HRIT.04,SF Access for new joiner | AZSE| LIVE | Authorization/access 
AZTEC.GP04.HRIT.01,Personal Portlet Mass Update - May 22. 2020 | AZ US | Live | Configuration
AZTEC.GP04.HRIT.04,e2e_time_web_successfactors_uk: Web SuccessFactors BizX on t
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Recruiter portal login issue|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Profile updation issue|SER|USER ADMN|E-REC|CAR
AZTEC.GP04.HRIT.01,Assignment  of a parent picklist to Municipality INSEE codes  | AZ France | Live | Service Request
AZTEC.GP04.HRIT.04,Change Email address |AZ Technology|Live|Configuration
AZTEC.GP04.HRIT.03,HR IT SuccessFactors Incident / Support Request - SP in SF | AZ SE | Live | Settings
AZTEC.GP04.HRIT.01,User can't access to EC and other SF Module | AZ Thailand | Live | Authorization/Access
AZTEC.GP04.HRIT.01,"""Giving user rights  to Fulya Yalçın for HRS & SF Report Center reports :  | AZ Turkey | Live | Authorization/Access"
AZTEC.GP04.HRIT.01,Please provide a report on all Admins | AZ Australia | Live | Configuration
AZTEC.GP04.HRIT.01,Mentioned 4 employees are not able to access SuccessFactors. Please look into it  | AZ Tech India | Live | Authorization or access
AZTEC.GP04.HRIT.01,successfactors | AZ Germany | Live | Authorization/access
AZTEC.GP04.HRIT.04,ERROR ON PM FORM PARTICIPANTS  | AZ Hungary | Live | <cause code>
AZTEC.GP04.HRIT.01,Name changes  | AZ hungary | Live |Configuration
AZTEC.GP04.HRIT.03,SuccessFactors Incident / Support Request Template | AZ Poland | Live | Configuration
AZTEC.GP04.HRIT.01,manual datachange (delta0526)  | AZ Hungary | Live | <cause code>
AZTEC.GP04.HRIT.01,New option in work-permit-picklist | AZ Austria | Live | Service Request
AZTEC.GP04.HRIT.02,Disability Certifcate Fields Replication | AZ Austria | Live | Process
AZTEC.GP04.HRIT.01,Access Issue | AZ Singapore | Live |Authorization / Access
AZTEC.GP04.HRIT.01,Matrix relationship refresh | AZ China | Live | Configuration
AZTEC.GP04.HRIT.04,SF FORMS |AZ Technology|Live| Configuration |
AZTEC.GP04.HRIT.04,HR IT SuccessFactors Incident / Support Request (Related to HRT SF)  |AZ Germany|Live|<Cause code>
AZTEC.GP04.HRIT.04,Transfer not possible |AGCS SE|Live|Configuration
AZTEC.GP04.HRIT.04,Multi Rater - Inactive Feeder Profile |AZ Germany|Live|Configuration
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Unale to login|SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.04,FW: Questions on the Multi-rater HR IT SuccessFactors Incident / Support Request |AZ Germany|Live|<Cause cde>
AZTEC.GP04.HRIT.05,Application registration unsuccessful | CAR |Live | JSRH
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Internal job portal login issue|SER|USER ADMN|E-REC|AGCS
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager Authorization in SAP E-Recruiting  |SER|USER ADMN|E-REC|AZSE
AZTEC.GP04.HRIT.05, SER_eRecUSAD|Hiring Manager Authorization in SAP E-Recruiting|SER|USER ADMN|E-REC|AZTE
AZTEC.GP04.HRIT.04,Profiles in SF Org Chart | AGCS | Live | Other |
AZTEC.GP04.HRIT.05,SER_eRecUSAD|Hiring Manager View |SER|USER ADMN|E-REC|AZSE
